1,14.781529252443995
2,14.58008419473966
3,14.52146044245788
4,14.45770833222639
5,14.456997548185644
6,14.473914792707989
7,14.39851089531467
8,14.377126592113859
9,14.345404621391069
10,14.341706119122959
11,14.308572776118915
12,14.29360127165204
13,14.277651224604675
14,14.248585945793561
15,14.182177392925535
16,14.146249286049889
17,14.126795982321104
18,14.083860302681014
19,13.962785002873057
20,13.980146241329965
21,13.86524059077104
22,13.757035212573552
23,13.835807797738484
24,13.687847132484118
25,13.499957155400798
26,13.437893430533864
27,13.335219210244361
28,13.180929346027828
29,13.030287890349115
30,12.660680610934893
31,12.69104839109239
32,12.347345532122112
33,12.08029934437502
34,11.871336172024408
35,11.655466697329567
36,11.590523973533086
37,11.445100075432233
38,10.881908126104445
39,11.168997226584525
40,10.8928562104702
41,10.521094409057072
42,10.465126865108807
43,10.291374040359543
44,10.038472669749034
45,9.94113540890671
46,10.194322987397511
47,9.739527356624603
48,9.643974797640528
49,9.487541518750644
50,9.652512999375661
1,14.749515360026132
2,14.575339220960934
3,14.509824964546022
4,14.44753931760788
5,14.403826916785468
6,14.399017423675174
7,14.348338693664187
8,14.302381683673177
9,14.273732659220695
10,14.223437283720289
11,14.21045734740439
12,14.141018585647856
13,14.099909456287111
14,14.04769082679635
1,14.79209197731245
2,14.62006525184427
3,14.549464305809567
4,14.487450136882918
5,14.477349119243168
6,14.442883432479132
7,14.411828406084151
8,14.38496603057498
9,14.390155751222656
10,14.366629898690043
11,14.336881279661542
12,14.322787565276736
13,14.320068944352014
14,14.21087720209644
15,14.205627870559692
16,14.090071205298106
17,14.010585579276086
18,13.951143604516982
19,13.857891277614094
20,13.693618715518998
21,13.6620364907242
22,13.442478555724735
23,13.192664010893731
24,13.008820145045007
25,12.71056591073672
26,12.43841766743433
27,12.228342546167827
28,11.923204051596779
29,11.635993944179445
30,11.479259404114314
31,11.20187578229677
32,10.898964234760829
33,10.674777855475744
34,10.38491246288731
35,10.249662310452688
36,10.100249991814296
37,9.977775185164951
38,9.84157682714008
39,9.653646633454732
40,9.344026135404905
41,9.114188508334614
42,9.064224293118432
43,8.839926445342245
44,8.674953539172808
45,8.665469720959663
46,8.670834353282338
47,8.463679641201383
48,8.327101124752135
49,8.086133290898232
50,7.89437104066213
1,26.575449136154194
2,18.903377409950057
3,18.355612795183653
4,18.020978633799597
5,17.790804089154626
6,17.586450381529275
