file,MAE,error
003947.pth,978958.375,
003948.pth,978944.8125,
003949.pth,978935.125,
003950.pth,978928.0,
003951.pth,978926.6875,
003952.pth,978937.8125,
003953.pth,,'Ground truth not found'
003954.pth,,'Ground truth not found'
003955.pth,,'Ground truth not found'
003956.pth,,'Ground truth not found'
003957.pth,,'Ground truth not found'
003958.pth,,'Ground truth not found'
003959.pth,,'Ground truth not found'
003960.pth,,'Ground truth not found'
003961.pth,,'Ground truth not found'
003962.pth,,'Ground truth not found'
003963.pth,,'Ground truth not found'
003964.pth,,'Ground truth not found'
003965.pth,,'Ground truth not found'
003966.pth,,'Ground truth not found'
003967.pth,,'Ground truth not found'
003968.pth,978599.3125,
003969.pth,978580.625,
003970.pth,978570.625,
003971.pth,978565.6875,
003972.pth,978655.1875,
003973.pth,978641.0,
003974.pth,978552.0,
003975.pth,978554.0,
003976.pth,978580.0,
003977.pth,978583.8125,
003978.pth,978593.5,
003979.pth,978600.875,
003980.pth,978614.8125,
003981.pth,978606.6875,
003982.pth,978597.1875,
003983.pth,978600.1875,
003984.pth,978578.0,
003985.pth,978563.625,
003986.pth,978569.6875,
003987.pth,978712.625,
003988.pth,978629.0,
003989.pth,978627.875,
003990.pth,978625.375,
003991.pth,978639.3125,
003992.pth,978629.8125,
003993.pth,978617.375,
003994.pth,978635.125,
003995.pth,978647.0,
003996.pth,978733.0,
003997.pth,978705.6875,
003998.pth,978679.6875,
003999.pth,978650.375,
004000.pth,978667.125,
004001.pth,978688.3125,
004002.pth,978692.125,
004003.pth,978699.3125,
004004.pth,978715.375,
004005.pth,978731.1875,
004006.pth,978890.5,
004007.pth,978833.5,
004008.pth,978807.3125,
004009.pth,978780.875,
004010.pth,978763.0,
004011.pth,978746.125,
004012.pth,978719.0,
004013.pth,978702.6875,
004014.pth,978728.3125,
004015.pth,978765.6875,
004016.pth,978803.375,
004017.pth,,'Ground truth not found'
004018.pth,,'Ground truth not found'
004019.pth,,'Ground truth not found'
004020.pth,,'Ground truth not found'
004021.pth,,'Ground truth not found'
004022.pth,,'Ground truth not found'
004023.pth,,'Ground truth not found'
004024.pth,,'Ground truth not found'
004025.pth,,'Ground truth not found'
004026.pth,,'Ground truth not found'
004027.pth,,'Ground truth not found'
004028.pth,,'Ground truth not found'
004029.pth,,'Ground truth not found'
004030.pth,,'Ground truth not found'
004031.pth,,'Ground truth not found'
004032.pth,978538.0,
004033.pth,978542.875,
004034.pth,978538.625,
004035.pth,978542.625,
004036.pth,978609.3125,
004037.pth,978606.625,
004038.pth,978544.375,
004039.pth,978564.125,
004040.pth,978558.0,
004041.pth,978574.3125,
004042.pth,978559.8125,
004043.pth,978555.1875,
004044.pth,978578.875,
004045.pth,978624.0,
004046.pth,978609.625,
004047.pth,978595.8125,
004048.pth,978584.875,
004049.pth,978574.125,
004050.pth,978572.125,
004051.pth,978677.375,
004052.pth,978611.875,
004053.pth,978619.625,
004054.pth,978615.625,
004055.pth,978640.6875,
004056.pth,978654.875,
004057.pth,978668.8125,
004058.pth,978663.5,
004059.pth,978644.875,
004060.pth,978761.375,
004061.pth,978729.8125,
004062.pth,978738.1875,
004063.pth,978738.8125,
004064.pth,978730.375,
004065.pth,978705.0,
004066.pth,978680.0,
004067.pth,978660.5,
004068.pth,978685.1875,
004069.pth,978696.1875,
004070.pth,978843.1875,
004071.pth,978787.125,
004072.pth,978766.0,
004073.pth,978727.625,
004074.pth,978748.8125,
004075.pth,978778.6875,
004076.pth,978797.875,
004077.pth,978807.8125,
004078.pth,978814.8125,
004079.pth,978813.0,
004080.pth,978846.375,
004081.pth,,'Ground truth not found'
004082.pth,,'Ground truth not found'
004083.pth,,'Ground truth not found'
004084.pth,,'Ground truth not found'
004085.pth,,'Ground truth not found'
004086.pth,,'Ground truth not found'
004087.pth,,'Ground truth not found'
004088.pth,,'Ground truth not found'
004089.pth,,'Ground truth not found'
004090.pth,,'Ground truth not found'
004091.pth,,'Ground truth not found'
004092.pth,,'Ground truth not found'
004093.pth,,'Ground truth not found'
004094.pth,,'Ground truth not found'
004095.pth,,'Ground truth not found'
004096.pth,978586.625,
004097.pth,978575.0,
004098.pth,978566.6875,
004099.pth,978544.1875,
004100.pth,978620.375,
004101.pth,978604.625,
004102.pth,978534.1875,
004103.pth,978549.0,
004104.pth,978577.1875,
004105.pth,978585.0,
004106.pth,978597.375,
004107.pth,978603.5,
004108.pth,978624.375,
004109.pth,978613.6875,
004110.pth,978607.8125,
004111.pth,978596.625,
004112.pth,978570.625,
004113.pth,978552.0,
004114.pth,978548.8125,
004115.pth,978681.625,
004116.pth,978614.6875,
004117.pth,978613.875,
004118.pth,978621.1875,
004119.pth,978643.0,
004120.pth,978646.625,
004121.pth,978648.625,
004122.pth,978667.625,
004123.pth,978680.0,
004124.pth,978767.375,
004125.pth,978750.125,
004126.pth,978725.375,
004127.pth,978698.5,
004128.pth,978698.3125,
004129.pth,978706.1875,
004130.pth,978701.625,
004131.pth,978695.125,
004132.pth,978704.625,
004133.pth,978719.5,
004134.pth,978886.8125,
004135.pth,978834.8125,
004136.pth,978808.125,
004137.pth,978787.3125,
004138.pth,978780.6875,
004139.pth,978769.875,
004140.pth,978747.6875,
004141.pth,978751.5,
004142.pth,978776.0,
004143.pth,978815.8125,
004144.pth,978843.5,
004145.pth,,'Ground truth not found'
004146.pth,,'Ground truth not found'
004147.pth,,'Ground truth not found'
004148.pth,,'Ground truth not found'
004149.pth,,'Ground truth not found'
004150.pth,,'Ground truth not found'
004151.pth,,'Ground truth not found'
004152.pth,,'Ground truth not found'
004153.pth,,'Ground truth not found'
004154.pth,,'Ground truth not found'
004155.pth,,'Ground truth not found'
004156.pth,,'Ground truth not found'
004157.pth,,'Ground truth not found'
004158.pth,,'Ground truth not found'
004159.pth,,'Ground truth not found'
004160.pth,978576.8125,
004161.pth,978567.3125,
004162.pth,978548.0,
004163.pth,978546.875,
004164.pth,978613.375,
004165.pth,978602.8125,
004166.pth,978535.125,
004167.pth,978550.625,
004168.pth,978555.375,
004169.pth,978567.8125,
004170.pth,978572.1875,
004171.pth,978590.375,
004172.pth,978599.1875,
004173.pth,978597.625,
004174.pth,978577.3125,
004175.pth,978571.3125,
004176.pth,978562.3125,
004177.pth,978554.375,
004178.pth,978555.5,
004179.pth,978670.625,
004180.pth,978600.1875,
004181.pth,978599.625,
004182.pth,978604.125,
004183.pth,978604.3125,
004184.pth,978605.3125,
004185.pth,978606.8125,
004186.pth,978639.0,
004187.pth,978647.625,
004188.pth,978746.1875,
004189.pth,978717.6875,
004190.pth,978695.8125,
004191.pth,978659.5,
004192.pth,978653.375,
004193.pth,978653.8125,
004194.pth,978653.8125,
004195.pth,978670.375,
004196.pth,978678.125,
004197.pth,978696.5,
004198.pth,978856.1875,
004199.pth,978797.375,
004200.pth,978766.625,
004201.pth,978744.1875,
004202.pth,978709.6875,
004203.pth,978710.6875,
004204.pth,978711.0,
004205.pth,978714.0,
004206.pth,978754.5,
004207.pth,978787.3125,
004208.pth,978822.875,
004209.pth,,'Ground truth not found'
004210.pth,,'Ground truth not found'
004211.pth,,'Ground truth not found'
004212.pth,,'Ground truth not found'
004213.pth,,'Ground truth not found'
004214.pth,,'Ground truth not found'
004215.pth,,'Ground truth not found'
004216.pth,,'Ground truth not found'
004217.pth,,'Ground truth not found'
004218.pth,,'Ground truth not found'
004219.pth,,'Ground truth not found'
004220.pth,,'Ground truth not found'
004221.pth,,'Ground truth not found'
004222.pth,,'Ground truth not found'
004223.pth,,'Ground truth not found'
004224.pth,978590.625,
004225.pth,978582.1875,
004226.pth,978564.6875,
004227.pth,978563.375,
004228.pth,978635.3125,
004229.pth,978615.875,
004230.pth,978550.3125,
004231.pth,978566.5,
004232.pth,978573.1875,
004233.pth,978576.3125,
004234.pth,978588.1875,
004235.pth,978639.3125,
004236.pth,978635.5,
004237.pth,978623.5,
004238.pth,978623.875,
004239.pth,978620.0,
004240.pth,978609.375,
004241.pth,978563.125,
004242.pth,978558.875,
004243.pth,978690.125,
004244.pth,978652.375,
004245.pth,978663.8125,
004246.pth,978686.625,
004247.pth,978684.1875,
004248.pth,978682.5,
004249.pth,978685.0,
004250.pth,978706.8125,
004251.pth,978711.0,
004252.pth,978792.875,
004253.pth,978770.375,
004254.pth,978743.625,
004255.pth,978709.0,
004256.pth,978707.625,
004257.pth,978717.8125,
004258.pth,978735.0,
004259.pth,978745.8125,
004260.pth,978756.1875,
004261.pth,978773.6875,
004262.pth,978905.0,
004263.pth,978839.375,
004264.pth,978817.875,
004265.pth,978802.1875,
004266.pth,978788.375,
004267.pth,978776.1875,
004268.pth,978768.6875,
004269.pth,978771.625,
004270.pth,978804.0,
004271.pth,978833.5,
004272.pth,978859.125,
004273.pth,,'Ground truth not found'
004274.pth,,'Ground truth not found'
004275.pth,,'Ground truth not found'
004276.pth,,'Ground truth not found'
004277.pth,,'Ground truth not found'
004278.pth,,'Ground truth not found'
004279.pth,,'Ground truth not found'
004280.pth,,'Ground truth not found'
004281.pth,,'Ground truth not found'
004282.pth,,'Ground truth not found'
004283.pth,,'Ground truth not found'
004284.pth,,'Ground truth not found'
004285.pth,,'Ground truth not found'
004286.pth,,'Ground truth not found'
004287.pth,,'Ground truth not found'
004288.pth,978553.625,
004289.pth,978593.1875,
004290.pth,978576.1875,
004291.pth,978548.6875,
004292.pth,978634.8125,
004293.pth,978633.125,
004294.pth,978535.375,
004295.pth,978575.375,
004296.pth,978595.125,
004297.pth,978576.8125,
004298.pth,978552.0,
004299.pth,978571.375,
004300.pth,978563.5,
004301.pth,978585.125,
004302.pth,978606.375,
004303.pth,978643.8125,
004304.pth,978632.875,
004305.pth,978590.625,
004306.pth,978598.5,
004307.pth,978764.375,
004308.pth,978712.8125,
004309.pth,978712.625,
004310.pth,978723.3125,
004311.pth,978726.5,
004312.pth,978697.0,
004313.pth,978689.8125,
004314.pth,978702.625,
004315.pth,978700.625,
004316.pth,978844.1875,
004317.pth,978838.1875,
004318.pth,978836.5,
004319.pth,978816.8125,
004320.pth,978810.5,
004321.pth,978825.0,
004322.pth,978840.0,
004323.pth,978832.375,
004324.pth,978825.8125,
004325.pth,978822.125,
004326.pth,978969.6875,
004327.pth,978932.8125,
004328.pth,978926.8125,
004329.pth,978929.625,
004330.pth,978924.8125,
004331.pth,978904.3125,
004332.pth,978896.3125,
004333.pth,978894.0,
004334.pth,978912.5,
004335.pth,978926.0,
004336.pth,978942.125,
004337.pth,,'Ground truth not found'
004338.pth,,'Ground truth not found'
004339.pth,,'Ground truth not found'
004340.pth,,'Ground truth not found'
004341.pth,,'Ground truth not found'
004342.pth,,'Ground truth not found'
004343.pth,,'Ground truth not found'
004344.pth,,'Ground truth not found'
004345.pth,,'Ground truth not found'
004346.pth,,'Ground truth not found'
004347.pth,,'Ground truth not found'
004348.pth,,'Ground truth not found'
004349.pth,,'Ground truth not found'
004350.pth,,'Ground truth not found'
004351.pth,,'Ground truth not found'
004352.pth,978661.8125,
004353.pth,978646.0,
004354.pth,978622.0,
004355.pth,978630.6875,
004356.pth,978691.8125,
004357.pth,978649.875,
004358.pth,978585.5,
004359.pth,978599.125,
004360.pth,978610.375,
004361.pth,978614.5,
004362.pth,978625.125,
004363.pth,978637.375,
004364.pth,978629.125,
004365.pth,978616.8125,
004366.pth,978605.6875,
004367.pth,978593.625,
004368.pth,978587.375,
004369.pth,978574.6875,
004370.pth,978557.3125,
004371.pth,978730.1875,
004372.pth,978665.875,
004373.pth,978646.0,
004374.pth,978631.125,
004375.pth,978612.8125,
004376.pth,978607.5,
004377.pth,978622.8125,
004378.pth,978640.1875,
004379.pth,978650.0,
004380.pth,978732.5,
004381.pth,978712.1875,
004382.pth,978703.0,
004383.pth,978692.125,
004384.pth,978685.6875,
004385.pth,978688.8125,
004386.pth,978704.375,
004387.pth,978719.125,
004388.pth,978742.6875,
004389.pth,978764.875,
004390.pth,978913.625,
004391.pth,978865.875,
004392.pth,978841.5,
004393.pth,978817.6875,
004394.pth,978809.375,
004395.pth,978797.8125,
004396.pth,978788.375,
004397.pth,978788.375,
004398.pth,978788.3125,
004399.pth,978788.0,
004400.pth,978805.6875,
004401.pth,,'Ground truth not found'
004402.pth,,'Ground truth not found'
004403.pth,,'Ground truth not found'
004404.pth,,'Ground truth not found'
004405.pth,,'Ground truth not found'
004406.pth,,'Ground truth not found'
004407.pth,,'Ground truth not found'
004408.pth,,'Ground truth not found'
004409.pth,,'Ground truth not found'
004410.pth,,'Ground truth not found'
004411.pth,,'Ground truth not found'
004412.pth,,'Ground truth not found'
004413.pth,,'Ground truth not found'
004414.pth,,'Ground truth not found'
004415.pth,,'Ground truth not found'
004416.pth,978618.375,
004417.pth,978575.8125,
004418.pth,978586.0,
004419.pth,978610.125,
004420.pth,978713.1875,
004421.pth,978715.375,
004422.pth,978637.5,
004423.pth,978569.5,
004424.pth,978589.6875,
004425.pth,978591.8125,
004426.pth,978600.125,
004427.pth,978637.1875,
004428.pth,978588.3125,
004429.pth,978610.625,
004430.pth,978658.8125,
004431.pth,978697.1875,
004432.pth,978668.625,
004433.pth,978691.125,
004434.pth,978747.5,
004435.pth,978847.1875,
004436.pth,978809.8125,
004437.pth,978777.1875,
004438.pth,978773.375,
004439.pth,978792.3125,
004440.pth,978774.375,
004441.pth,978732.375,
004442.pth,978716.125,
004443.pth,978734.3125,
004444.pth,978893.0,
004445.pth,978861.6875,
004446.pth,978848.375,
004447.pth,978854.0,
004448.pth,978878.625,
004449.pth,978895.125,
004450.pth,978882.125,
004451.pth,978873.1875,
004452.pth,978868.625,
004453.pth,978883.6875,
004454.pth,978954.625,
004455.pth,978947.8125,
004456.pth,978944.625,
004457.pth,978958.8125,
004458.pth,978973.875,
004459.pth,978986.6875,
004460.pth,978980.6875,
004461.pth,978974.375,
004462.pth,978967.875,
004463.pth,978964.5,
004464.pth,978966.3125,
004465.pth,,'Ground truth not found'
004466.pth,,'Ground truth not found'
004467.pth,,'Ground truth not found'
004468.pth,,'Ground truth not found'
004469.pth,,'Ground truth not found'
004470.pth,,'Ground truth not found'
004471.pth,,'Ground truth not found'
004472.pth,,'Ground truth not found'
004473.pth,,'Ground truth not found'
004474.pth,,'Ground truth not found'
004475.pth,,'Ground truth not found'
004476.pth,,'Ground truth not found'
004477.pth,,'Ground truth not found'
004478.pth,,'Ground truth not found'
004479.pth,,'Ground truth not found'
004480.pth,978626.625,
004481.pth,978604.3125,
004482.pth,978604.0,
004483.pth,978580.5,
004484.pth,978673.875,
004485.pth,978655.625,
004486.pth,978569.875,
004487.pth,978580.625,
004488.pth,978611.8125,
004489.pth,978625.0,
004490.pth,978653.375,
004491.pth,978674.625,
004492.pth,978657.6875,
004493.pth,978659.0,
004494.pth,978637.125,
004495.pth,978617.875,
004496.pth,978592.8125,
004497.pth,978576.625,
004498.pth,978596.3125,
004499.pth,978785.6875,
004500.pth,978709.3125,
004501.pth,978697.8125,
004502.pth,978691.375,
004503.pth,978681.875,
004504.pth,978680.125,
004505.pth,978684.1875,
004506.pth,978672.625,
004507.pth,978671.5,
004508.pth,978735.875,
004509.pth,978719.125,
004510.pth,978727.875,
004511.pth,978748.6875,
004512.pth,978761.3125,
004513.pth,978780.1875,
004514.pth,978779.8125,
004515.pth,978779.875,
004516.pth,978771.1875,
004517.pth,978772.6875,
004518.pth,978861.875,
004519.pth,978835.875,
004520.pth,978841.8125,
004521.pth,978844.1875,
004522.pth,978860.5,
004523.pth,978864.625,
004524.pth,978855.0,
004525.pth,978833.125,
004526.pth,978808.0,
004527.pth,978779.1875,
004528.pth,978781.875,
004529.pth,,'Ground truth not found'
004530.pth,,'Ground truth not found'
004531.pth,,'Ground truth not found'
004532.pth,,'Ground truth not found'
004533.pth,,'Ground truth not found'
004534.pth,,'Ground truth not found'
004535.pth,,'Ground truth not found'
004536.pth,,'Ground truth not found'
004537.pth,,'Ground truth not found'
004538.pth,,'Ground truth not found'
004539.pth,,'Ground truth not found'
004540.pth,,'Ground truth not found'
004541.pth,,'Ground truth not found'
004542.pth,,'Ground truth not found'
004543.pth,,'Ground truth not found'
004544.pth,978727.1875,
004545.pth,978711.625,
004546.pth,978711.1875,
004547.pth,978710.1875,
004548.pth,978794.875,
004549.pth,978780.875,
004550.pth,978699.875,
004551.pth,978724.8125,
004552.pth,978721.625,
004553.pth,978718.375,
004554.pth,978723.5,
004555.pth,978740.375,
004556.pth,978732.0,
004557.pth,978735.375,
004558.pth,978732.0,
004559.pth,978736.125,
004560.pth,978739.1875,
004561.pth,978718.875,
004562.pth,978731.375,
004563.pth,978804.625,
004564.pth,978739.625,
004565.pth,978742.8125,
004566.pth,978755.1875,
004567.pth,978755.875,
004568.pth,978755.0,
004569.pth,978753.125,
004570.pth,978750.8125,
004571.pth,978750.625,
004572.pth,978781.375,
004573.pth,978777.125,
004574.pth,978774.8125,
004575.pth,978776.375,
004576.pth,978783.8125,
004577.pth,978787.625,
004578.pth,978782.0,
004579.pth,978773.8125,
004580.pth,978771.0,
004581.pth,978780.3125,
004582.pth,978856.375,
004583.pth,978822.125,
004584.pth,978818.625,
004585.pth,978825.8125,
004586.pth,978825.5,
004587.pth,978824.625,
004588.pth,978822.8125,
004589.pth,978820.6875,
004590.pth,978820.1875,
004591.pth,978818.1875,
004592.pth,978817.0,
004593.pth,,'Ground truth not found'
004594.pth,,'Ground truth not found'
004595.pth,,'Ground truth not found'
004596.pth,,'Ground truth not found'
004597.pth,,'Ground truth not found'
004598.pth,,'Ground truth not found'
004599.pth,,'Ground truth not found'
004600.pth,,'Ground truth not found'
004601.pth,,'Ground truth not found'
004602.pth,,'Ground truth not found'
004603.pth,,'Ground truth not found'
004604.pth,,'Ground truth not found'
004605.pth,,'Ground truth not found'
004606.pth,,'Ground truth not found'
004607.pth,,'Ground truth not found'
004608.pth,978577.375,
004609.pth,978551.375,
004610.pth,978569.875,
004611.pth,978558.125,
004612.pth,978628.375,
004613.pth,978630.625,
004614.pth,978550.625,
004615.pth,978568.0,
004616.pth,978540.5,
004617.pth,978535.3125,
004618.pth,978531.875,
004619.pth,978585.875,
004620.pth,978558.5,
004621.pth,978553.125,
004622.pth,978517.5,
004623.pth,978531.875,
004624.pth,978569.1875,
004625.pth,978584.375,
004626.pth,978598.1875,
004627.pth,978785.125,
004628.pth,978707.3125,
004629.pth,978705.5,
004630.pth,978702.3125,
004631.pth,978682.3125,
004632.pth,978666.375,
004633.pth,978667.1875,
004634.pth,978689.0,
004635.pth,978683.0,
004636.pth,978816.6875,
004637.pth,978816.375,
004638.pth,978814.0,
004639.pth,978804.6875,
004640.pth,978810.625,
004641.pth,978820.6875,
004642.pth,978824.375,
004643.pth,978828.625,
004644.pth,978823.1875,
004645.pth,978819.0,
004646.pth,978942.375,
004647.pth,978909.0,
004648.pth,978904.3125,
004649.pth,978904.125,
004650.pth,978888.5,
004651.pth,978874.375,
004652.pth,978858.1875,
004653.pth,978853.0,
004654.pth,978873.625,
004655.pth,978887.375,
004656.pth,978901.625,
004657.pth,,'Ground truth not found'
004658.pth,,'Ground truth not found'
004659.pth,,'Ground truth not found'
004660.pth,,'Ground truth not found'
004661.pth,,'Ground truth not found'
004662.pth,,'Ground truth not found'
004663.pth,,'Ground truth not found'
004664.pth,,'Ground truth not found'
004665.pth,,'Ground truth not found'
004666.pth,,'Ground truth not found'
004667.pth,,'Ground truth not found'
004668.pth,,'Ground truth not found'
004669.pth,,'Ground truth not found'
004670.pth,,'Ground truth not found'
004671.pth,,'Ground truth not found'
004672.pth,978530.8125,
004673.pth,978520.6875,
004674.pth,978499.1875,
004675.pth,978513.6875,
004676.pth,978589.125,
004677.pth,978568.0,
004678.pth,978500.625,
004679.pth,978511.5,
004680.pth,978493.0,
004681.pth,978512.8125,
004682.pth,978527.125,
004683.pth,978522.6875,
004684.pth,978548.1875,
004685.pth,978573.625,
004686.pth,978547.375,
004687.pth,978532.875,
004688.pth,978533.625,
004689.pth,978492.3125,
004690.pth,978493.625,
004691.pth,978736.1875,
004692.pth,978675.1875,
004693.pth,978672.375,
004694.pth,978684.0,
004695.pth,978676.1875,
004696.pth,978674.1875,
004697.pth,978684.625,
004698.pth,978677.6875,
004699.pth,978677.1875,
004700.pth,978845.8125,
004701.pth,978824.0,
004702.pth,978817.125,
004703.pth,978818.375,
004704.pth,978812.125,
004705.pth,978815.375,
004706.pth,978827.875,
004707.pth,978829.625,
004708.pth,978826.375,
004709.pth,978824.8125,
004710.pth,978970.6875,
004711.pth,978941.5,
004712.pth,978940.375,
004713.pth,978947.375,
004714.pth,978957.8125,
004715.pth,978948.375,
004716.pth,978944.6875,
004717.pth,978941.1875,
004718.pth,978935.1875,
004719.pth,978928.3125,
004720.pth,978946.6875,
004721.pth,,'Ground truth not found'
004722.pth,,'Ground truth not found'
004723.pth,,'Ground truth not found'
004724.pth,,'Ground truth not found'
004725.pth,,'Ground truth not found'
004726.pth,,'Ground truth not found'
004727.pth,,'Ground truth not found'
004728.pth,,'Ground truth not found'
004729.pth,,'Ground truth not found'
004730.pth,,'Ground truth not found'
004731.pth,,'Ground truth not found'
004732.pth,,'Ground truth not found'
004733.pth,,'Ground truth not found'
004734.pth,,'Ground truth not found'
004735.pth,,'Ground truth not found'
004736.pth,978709.8125,
004737.pth,978638.0,
004738.pth,978623.8125,
004739.pth,978592.3125,
004740.pth,978688.1875,
004741.pth,978702.3125,
004742.pth,978625.625,
004743.pth,978621.0,
004744.pth,978656.5,
004745.pth,978685.8125,
004746.pth,978704.875,
004747.pth,978773.3125,
004748.pth,978765.3125,
004749.pth,978757.8125,
004750.pth,978746.6875,
004751.pth,978727.5,
004752.pth,978700.8125,
004753.pth,978698.1875,
004754.pth,978727.8125,
004755.pth,978809.1875,
004756.pth,978772.1875,
004757.pth,978763.0,
004758.pth,978767.5,
004759.pth,978782.875,
004760.pth,978798.3125,
004761.pth,978805.875,
004762.pth,978810.375,
004763.pth,978817.625,
004764.pth,978865.8125,
004765.pth,978858.8125,
004766.pth,978854.0,
004767.pth,978854.125,
004768.pth,978849.375,
004769.pth,978841.875,
004770.pth,978833.625,
004771.pth,978826.0,
004772.pth,978829.625,
004773.pth,978840.6875,
004774.pth,978914.625,
004775.pth,978897.625,
004776.pth,978890.8125,
004777.pth,978888.125,
004778.pth,978890.8125,
004779.pth,978892.0,
004780.pth,978891.625,
004781.pth,978891.625,
004782.pth,978891.1875,
004783.pth,978893.8125,
004784.pth,978900.3125,
004785.pth,,'Ground truth not found'
004786.pth,,'Ground truth not found'
004787.pth,,'Ground truth not found'
004788.pth,,'Ground truth not found'
004789.pth,,'Ground truth not found'
004790.pth,,'Ground truth not found'
004791.pth,,'Ground truth not found'
004792.pth,,'Ground truth not found'
004793.pth,,'Ground truth not found'
004794.pth,,'Ground truth not found'
004795.pth,,'Ground truth not found'
004796.pth,,'Ground truth not found'
004797.pth,,'Ground truth not found'
004798.pth,,'Ground truth not found'
004799.pth,,'Ground truth not found'
004800.pth,978680.875,
004801.pth,978620.6875,
004802.pth,978587.0,
004803.pth,978585.5,
004804.pth,978627.625,
004805.pth,978645.8125,
004806.pth,978602.8125,
004807.pth,978621.625,
004808.pth,978642.3125,
004809.pth,978660.8125,
004810.pth,978695.8125,
004811.pth,978787.8125,
004812.pth,978762.875,
004813.pth,978739.125,
004814.pth,978723.125,
004815.pth,978713.6875,
004816.pth,978701.1875,
004817.pth,978687.1875,
004818.pth,978697.3125,
004819.pth,978796.625,
004820.pth,978759.625,
004821.pth,978765.3125,
004822.pth,978774.3125,
004823.pth,978781.375,
004824.pth,978789.125,
004825.pth,978799.3125,
004826.pth,978812.875,
004827.pth,978828.125,
004828.pth,978892.625,
004829.pth,978880.125,
004830.pth,978868.5,
004831.pth,978858.375,
004832.pth,978852.0,
004833.pth,978844.3125,
004834.pth,978838.375,
004835.pth,978831.6875,
004836.pth,978820.6875,
004837.pth,978821.125,
004838.pth,978890.5,
004839.pth,978876.0,
004840.pth,978880.5,
004841.pth,978887.0,
004842.pth,978890.1875,
004843.pth,978894.625,
004844.pth,978902.125,
004845.pth,978908.625,
004846.pth,978917.8125,
004847.pth,978927.6875,
004848.pth,978938.1875,
004849.pth,,'Ground truth not found'
004850.pth,,'Ground truth not found'
004851.pth,,'Ground truth not found'
004852.pth,,'Ground truth not found'
004853.pth,,'Ground truth not found'
004854.pth,,'Ground truth not found'
004855.pth,,'Ground truth not found'
004856.pth,,'Ground truth not found'
004857.pth,,'Ground truth not found'
004858.pth,,'Ground truth not found'
004859.pth,,'Ground truth not found'
004860.pth,,'Ground truth not found'
004861.pth,,'Ground truth not found'
004862.pth,,'Ground truth not found'
004863.pth,,'Ground truth not found'
004864.pth,978710.3125,
004865.pth,978657.625,
004866.pth,978633.6875,
004867.pth,978618.3125,
004868.pth,978671.625,
004869.pth,978685.125,
004870.pth,978655.5,
004871.pth,978666.375,
004872.pth,978681.0,
004873.pth,978701.8125,
004874.pth,978719.6875,
004875.pth,978807.0,
004876.pth,978782.875,
004877.pth,978758.125,
004878.pth,978742.1875,
004879.pth,978732.625,
004880.pth,978725.8125,
004881.pth,978727.5,
004882.pth,978744.1875,
004883.pth,978827.3125,
004884.pth,978793.6875,
004885.pth,978787.625,
004886.pth,978787.1875,
004887.pth,978790.1875,
004888.pth,978793.625,
004889.pth,978798.0,
004890.pth,978810.375,
004891.pth,978830.375,
004892.pth,978877.0,
004893.pth,978862.6875,
004894.pth,978850.375,
004895.pth,978846.625,
004896.pth,978848.8125,
004897.pth,978851.125,
004898.pth,978849.8125,
004899.pth,978848.625,
004900.pth,978854.6875,
004901.pth,978866.6875,
004902.pth,978943.875,
004903.pth,978933.375,
004904.pth,978921.375,
004905.pth,978910.8125,
004906.pth,978904.625,
004907.pth,978899.8125,
004908.pth,978893.8125,
004909.pth,978888.3125,
004910.pth,978886.5,
004911.pth,978891.3125,
004912.pth,978901.625,
004913.pth,,'Ground truth not found'
004914.pth,,'Ground truth not found'
004915.pth,,'Ground truth not found'
004916.pth,,'Ground truth not found'
004917.pth,,'Ground truth not found'
004918.pth,,'Ground truth not found'
004919.pth,,'Ground truth not found'
004920.pth,,'Ground truth not found'
004921.pth,,'Ground truth not found'
004922.pth,,'Ground truth not found'
004923.pth,,'Ground truth not found'
004924.pth,,'Ground truth not found'
004925.pth,,'Ground truth not found'
004926.pth,,'Ground truth not found'
004927.pth,,'Ground truth not found'
004928.pth,978761.0,
004929.pth,978697.0,
004930.pth,978649.875,
004931.pth,978624.125,
004932.pth,978664.875,
004933.pth,978684.0,
004934.pth,978656.0,
004935.pth,978669.6875,
004936.pth,978688.375,
004937.pth,978725.0,
004938.pth,978754.125,
004939.pth,978828.125,
004940.pth,978800.125,
004941.pth,978772.625,
004942.pth,978747.875,
004943.pth,978726.6875,
004944.pth,978714.1875,
004945.pth,978721.0,
004946.pth,978739.125,
004947.pth,978804.625,
004948.pth,978773.1875,
004949.pth,978767.6875,
004950.pth,978762.8125,
004951.pth,978774.375,
004952.pth,978790.6875,
004953.pth,978809.0,
004954.pth,978828.0,
004955.pth,978847.375,
004956.pth,978895.125,
004957.pth,978886.8125,
004958.pth,978874.625,
004959.pth,978861.0,
004960.pth,978847.8125,
004961.pth,978836.875,
004962.pth,978823.125,
004963.pth,978816.3125,
004964.pth,978822.3125,
004965.pth,978824.8125,
004966.pth,978888.625,
004967.pth,978879.375,
004968.pth,978880.875,
004969.pth,978879.0,
004970.pth,978882.1875,
004971.pth,978889.375,
004972.pth,978898.375,
004973.pth,978909.625,
004974.pth,978918.625,
004975.pth,978927.125,
004976.pth,978930.625,
004977.pth,,'Ground truth not found'
004978.pth,,'Ground truth not found'
004979.pth,,'Ground truth not found'
004980.pth,,'Ground truth not found'
004981.pth,,'Ground truth not found'
004982.pth,,'Ground truth not found'
004983.pth,,'Ground truth not found'
