file,MAE,error
001692.pth,978969.8125,
001693.pth,978950.3125,
001694.pth,978940.8125,
001695.pth,978934.6875,
001696.pth,978925.125,
001697.pth,978919.1875,
001698.pth,978911.625,
001699.pth,978905.1875,
001700.pth,978898.625,
001701.pth,978898.1875,
001702.pth,978964.1875,
001703.pth,978954.1875,
001704.pth,978953.5,
001705.pth,978958.8125,
001706.pth,978966.8125,
001707.pth,978974.375,
001708.pth,978978.1875,
001709.pth,978982.0,
001710.pth,978982.6875,
001711.pth,978987.6875,
001712.pth,979000.375,
001713.pth,,'Ground truth not found'
001714.pth,,'Ground truth not found'
001715.pth,,'Ground truth not found'
001716.pth,,'Ground truth not found'
001717.pth,,'Ground truth not found'
001718.pth,,'Ground truth not found'
001719.pth,,'Ground truth not found'
001720.pth,,'Ground truth not found'
001721.pth,,'Ground truth not found'
001722.pth,,'Ground truth not found'
001723.pth,,'Ground truth not found'
001724.pth,,'Ground truth not found'
001725.pth,,'Ground truth not found'
001726.pth,,'Ground truth not found'
001727.pth,,'Ground truth not found'
001728.pth,978851.6875,
001729.pth,978799.125,
001730.pth,978747.625,
001731.pth,978701.375,
001732.pth,978701.875,
001733.pth,978747.6875,
001734.pth,978742.125,
001735.pth,978764.375,
001736.pth,978786.8125,
001737.pth,978811.625,
001738.pth,978833.8125,
001739.pth,978899.1875,
001740.pth,978873.875,
001741.pth,978859.8125,
001742.pth,978846.375,
001743.pth,978833.875,
001744.pth,978815.875,
001745.pth,978801.625,
001746.pth,978797.6875,
001747.pth,978853.125,
001748.pth,978847.5,
001749.pth,978857.6875,
001750.pth,978872.875,
001751.pth,978887.5,
001752.pth,978897.8125,
001753.pth,978899.875,
001754.pth,978903.0,
001755.pth,978911.5,
001756.pth,978957.0,
001757.pth,978948.625,
001758.pth,978946.875,
001759.pth,978950.875,
001760.pth,978951.1875,
001761.pth,978949.625,
001762.pth,978934.375,
001763.pth,978920.125,
001764.pth,978909.375,
001765.pth,978903.125,
001766.pth,978965.125,
001767.pth,978963.3125,
001768.pth,978968.375,
001769.pth,978977.125,
001770.pth,978990.625,
001771.pth,979002.8125,
001772.pth,979004.0,
001773.pth,978998.1875,
001774.pth,978989.6875,
001775.pth,978984.0,
001776.pth,978984.5,
001777.pth,,'Ground truth not found'
001778.pth,,'Ground truth not found'
001779.pth,,'Ground truth not found'
001780.pth,,'Ground truth not found'
001781.pth,,'Ground truth not found'
001782.pth,,'Ground truth not found'
001783.pth,,'Ground truth not found'
001784.pth,,'Ground truth not found'
001785.pth,,'Ground truth not found'
001786.pth,,'Ground truth not found'
001787.pth,,'Ground truth not found'
001788.pth,,'Ground truth not found'
001789.pth,,'Ground truth not found'
001790.pth,,'Ground truth not found'
001791.pth,,'Ground truth not found'
001792.pth,978654.8125,
001793.pth,978614.8125,
001794.pth,978618.1875,
001795.pth,978631.875,
001796.pth,978682.3125,
001797.pth,978692.125,
001798.pth,978652.125,
001799.pth,978625.875,
001800.pth,978613.0,
001801.pth,978608.625,
001802.pth,978625.3125,
001803.pth,978712.1875,
001804.pth,978654.875,
001805.pth,978623.875,
001806.pth,978615.3125,
001807.pth,978610.3125,
001808.pth,978637.1875,
001809.pth,978669.6875,
001810.pth,978694.8125,
001811.pth,978763.125,
001812.pth,978724.875,
001813.pth,978696.5,
001814.pth,978664.6875,
001815.pth,978645.125,
001816.pth,978649.3125,
001817.pth,978660.1875,
001818.pth,978677.3125,
001819.pth,978719.5,
001820.pth,978817.625,
001821.pth,978776.5,
001822.pth,978740.1875,
001823.pth,978722.0,
001824.pth,978711.8125,
001825.pth,978706.1875,
001826.pth,978711.3125,
001827.pth,978741.1875,
001828.pth,978770.5,
001829.pth,978793.6875,
001830.pth,978853.125,
001831.pth,978850.125,
001832.pth,978831.375,
001833.pth,978801.3125,
001834.pth,978777.375,
001835.pth,978771.875,
001836.pth,978778.0,
001837.pth,978787.875,
001838.pth,978804.375,
001839.pth,978835.625,
001840.pth,978867.125,
001841.pth,,'Ground truth not found'
001842.pth,,'Ground truth not found'
001843.pth,,'Ground truth not found'
001844.pth,,'Ground truth not found'
001845.pth,,'Ground truth not found'
001846.pth,,'Ground truth not found'
001847.pth,,'Ground truth not found'
001848.pth,,'Ground truth not found'
001849.pth,,'Ground truth not found'
001850.pth,,'Ground truth not found'
001851.pth,,'Ground truth not found'
001852.pth,,'Ground truth not found'
001853.pth,,'Ground truth not found'
001854.pth,,'Ground truth not found'
001855.pth,,'Ground truth not found'
001856.pth,978633.1875,
001857.pth,978585.875,
001858.pth,978565.875,
001859.pth,978588.5,
001860.pth,978659.3125,
001861.pth,978695.6875,
001862.pth,978630.3125,
001863.pth,978574.625,
001864.pth,978553.0,
001865.pth,978565.3125,
001866.pth,978585.1875,
001867.pth,978622.0,
001868.pth,978578.8125,
001869.pth,978563.625,
001870.pth,978554.375,
001871.pth,978550.375,
001872.pth,978582.125,
001873.pth,978646.875,
001874.pth,978707.8125,
001875.pth,978797.1875,
001876.pth,978723.1875,
001877.pth,978657.0,
001878.pth,978587.125,
001879.pth,978551.8125,
001880.pth,978552.625,
001881.pth,978556.875,
001882.pth,978565.0,
001883.pth,978581.1875,
001884.pth,978629.0,
001885.pth,978582.875,
001886.pth,978571.5,
001887.pth,978565.0,
001888.pth,978559.6875,
001889.pth,978554.875,
001890.pth,978572.125,
001891.pth,978634.8125,
001892.pth,978715.6875,
001893.pth,978787.625,
001894.pth,978913.1875,
001895.pth,978817.1875,
001896.pth,978742.8125,
001897.pth,978662.1875,
001898.pth,978596.375,
001899.pth,978577.0,
001900.pth,978584.5,
001901.pth,978591.0,
001902.pth,978594.8125,
001903.pth,978598.625,
001904.pth,978626.6875,
001905.pth,,'Ground truth not found'
001906.pth,,'Ground truth not found'
001907.pth,,'Ground truth not found'
001908.pth,,'Ground truth not found'
001909.pth,,'Ground truth not found'
001910.pth,,'Ground truth not found'
001911.pth,,'Ground truth not found'
001912.pth,,'Ground truth not found'
001913.pth,,'Ground truth not found'
001914.pth,,'Ground truth not found'
001915.pth,,'Ground truth not found'
001916.pth,,'Ground truth not found'
001917.pth,,'Ground truth not found'
001918.pth,,'Ground truth not found'
001919.pth,,'Ground truth not found'
001920.pth,978715.125,
001921.pth,978690.375,
001922.pth,978695.1875,
001923.pth,978667.875,
001924.pth,978708.125,
001925.pth,978713.0,
001926.pth,978672.375,
001927.pth,978671.625,
001928.pth,978664.8125,
001929.pth,978677.3125,
001930.pth,978699.8125,
001931.pth,978718.6875,
001932.pth,978699.125,
001933.pth,978656.625,
001934.pth,978647.1875,
001935.pth,978656.5,
001936.pth,978664.625,
001937.pth,978676.5,
001938.pth,978698.375,
001939.pth,978719.125,
001940.pth,978708.8125,
001941.pth,978669.3125,
001942.pth,978655.3125,
001943.pth,978660.3125,
001944.pth,978632.8125,
001945.pth,978635.5,
001946.pth,978662.125,
001947.pth,978706.875,
001948.pth,978750.3125,
001949.pth,978708.375,
001950.pth,978659.625,
001951.pth,978641.0,
001952.pth,978630.5,
001953.pth,978654.5,
001954.pth,978673.375,
001955.pth,978645.625,
001956.pth,978694.6875,
001957.pth,978741.125,
001958.pth,978768.0,
001959.pth,978771.1875,
001960.pth,978702.1875,
001961.pth,978650.875,
001962.pth,978695.875,
001963.pth,978682.3125,
001964.pth,978660.375,
001965.pth,978652.625,
001966.pth,978657.3125,
001967.pth,978708.6875,
001968.pth,978774.125,
001969.pth,,'Ground truth not found'
001970.pth,,'Ground truth not found'
001971.pth,,'Ground truth not found'
001972.pth,,'Ground truth not found'
001973.pth,,'Ground truth not found'
001974.pth,,'Ground truth not found'
001975.pth,,'Ground truth not found'
001976.pth,,'Ground truth not found'
001977.pth,,'Ground truth not found'
001978.pth,,'Ground truth not found'
001979.pth,,'Ground truth not found'
001980.pth,,'Ground truth not found'
001981.pth,,'Ground truth not found'
001982.pth,,'Ground truth not found'
001983.pth,,'Ground truth not found'
001984.pth,978676.8125,
001985.pth,978631.3125,
001986.pth,978651.625,
001987.pth,978669.3125,
001988.pth,978767.0,
001989.pth,978784.125,
001990.pth,978699.1875,
001991.pth,978642.375,
001992.pth,978628.3125,
001993.pth,978608.5,
001994.pth,978620.375,
001995.pth,978683.625,
001996.pth,978614.6875,
001997.pth,978568.375,
001998.pth,978527.875,
001999.pth,978553.125,
002000.pth,978624.1875,
002001.pth,978695.125,
002002.pth,978784.3125,
002003.pth,978892.8125,
002004.pth,978825.1875,
002005.pth,978759.125,
002006.pth,978718.125,
002007.pth,978675.625,
002008.pth,978655.1875,
002009.pth,978668.1875,
002010.pth,978702.3125,
002011.pth,978742.375,
002012.pth,978920.0,
002013.pth,978909.5,
002014.pth,978900.8125,
002015.pth,978896.1875,
002016.pth,978897.625,
002017.pth,978895.0,
002018.pth,978893.0,
002019.pth,978898.125,
002020.pth,978910.875,
002021.pth,978941.5,
002022.pth,979046.6875,
002023.pth,978997.3125,
002024.pth,978971.5,
002025.pth,978959.6875,
002026.pth,978958.8125,
002027.pth,978959.5,
002028.pth,978961.6875,
002029.pth,978964.875,
002030.pth,978968.375,
002031.pth,978976.625,
002032.pth,978994.625,
002033.pth,,'Ground truth not found'
002034.pth,,'Ground truth not found'
002035.pth,,'Ground truth not found'
002036.pth,,'Ground truth not found'
002037.pth,,'Ground truth not found'
002038.pth,,'Ground truth not found'
002039.pth,,'Ground truth not found'
002040.pth,,'Ground truth not found'
002041.pth,,'Ground truth not found'
002042.pth,,'Ground truth not found'
002043.pth,,'Ground truth not found'
002044.pth,,'Ground truth not found'
002045.pth,,'Ground truth not found'
002046.pth,,'Ground truth not found'
002047.pth,,'Ground truth not found'
002048.pth,978881.0,
002049.pth,978811.0,
002050.pth,978808.875,
002051.pth,978833.625,
002052.pth,978950.1875,
002053.pth,978910.375,
002054.pth,978829.1875,
002055.pth,978793.8125,
002056.pth,978776.625,
002057.pth,978765.625,
002058.pth,978780.625,
002059.pth,978850.3125,
002060.pth,978784.3125,
002061.pth,978759.5,
002062.pth,978764.125,
002063.pth,978779.625,
002064.pth,978792.3125,
002065.pth,978799.5,
002066.pth,978851.0,
002067.pth,978877.8125,
002068.pth,978818.3125,
002069.pth,978791.8125,
002070.pth,978789.5,
002071.pth,978773.375,
002072.pth,978758.375,
002073.pth,978758.5,
002074.pth,978774.875,
002075.pth,978810.625,
002076.pth,978886.875,
002077.pth,978825.1875,
002078.pth,978788.3125,
002079.pth,978762.8125,
002080.pth,978748.875,
002081.pth,978753.1875,
002082.pth,978779.3125,
002083.pth,978786.3125,
002084.pth,978795.875,
002085.pth,978830.375,
002086.pth,978866.1875,
002087.pth,978817.6875,
002088.pth,978790.875,
002089.pth,978785.625,
002090.pth,978773.375,
002091.pth,978749.3125,
002092.pth,978743.6875,
002093.pth,978759.1875,
002094.pth,978794.375,
002095.pth,978838.0,
002096.pth,978898.875,
002097.pth,,'Ground truth not found'
002098.pth,,'Ground truth not found'
002099.pth,,'Ground truth not found'
002100.pth,,'Ground truth not found'
002101.pth,,'Ground truth not found'
002102.pth,,'Ground truth not found'
002103.pth,,'Ground truth not found'
002104.pth,,'Ground truth not found'
002105.pth,,'Ground truth not found'
002106.pth,,'Ground truth not found'
002107.pth,,'Ground truth not found'
002108.pth,,'Ground truth not found'
002109.pth,,'Ground truth not found'
002110.pth,,'Ground truth not found'
002111.pth,,'Ground truth not found'
002112.pth,978740.375,
002113.pth,978682.1875,
002114.pth,978673.6875,
002115.pth,978692.8125,
002116.pth,978800.0,
002117.pth,978803.625,
002118.pth,978712.3125,
002119.pth,978682.375,
002120.pth,978683.6875,
002121.pth,978689.125,
002122.pth,978690.125,
002123.pth,978751.6875,
002124.pth,978715.1875,
002125.pth,978713.125,
002126.pth,978711.125,
002127.pth,978701.1875,
002128.pth,978698.375,
002129.pth,978714.625,
002130.pth,978777.625,
002131.pth,978860.5,
002132.pth,978781.375,
002133.pth,978736.625,
002134.pth,978725.8125,
002135.pth,978725.1875,
002136.pth,978733.1875,
002137.pth,978740.125,
002138.pth,978742.0,
002139.pth,978755.125,
002140.pth,978823.125,
002141.pth,978790.0,
002142.pth,978771.875,
002143.pth,978767.1875,
002144.pth,978760.1875,
002145.pth,978755.0,
002146.pth,978755.3125,
002147.pth,978766.5,
002148.pth,978781.3125,
002149.pth,978847.875,
002150.pth,978969.3125,
002151.pth,978882.375,
002152.pth,978823.1875,
002153.pth,978803.1875,
002154.pth,978789.1875,
002155.pth,978786.6875,
002156.pth,978786.1875,
002157.pth,978788.875,
002158.pth,978792.125,
002159.pth,978802.3125,
002160.pth,978848.0,
002161.pth,,'Ground truth not found'
002162.pth,,'Ground truth not found'
002163.pth,,'Ground truth not found'
002164.pth,,'Ground truth not found'
002165.pth,,'Ground truth not found'
002166.pth,,'Ground truth not found'
002167.pth,,'Ground truth not found'
002168.pth,,'Ground truth not found'
002169.pth,,'Ground truth not found'
002170.pth,,'Ground truth not found'
002171.pth,,'Ground truth not found'
002172.pth,,'Ground truth not found'
002173.pth,,'Ground truth not found'
002174.pth,,'Ground truth not found'
002175.pth,,'Ground truth not found'
002176.pth,978679.3125,
002177.pth,978612.625,
002178.pth,978596.875,
002179.pth,978624.8125,
002180.pth,978751.5,
002181.pth,978757.8125,
002182.pth,978636.625,
002183.pth,978611.3125,
002184.pth,978612.0,
002185.pth,978615.6875,
002186.pth,978632.625,
002187.pth,978686.125,
002188.pth,978655.1875,
002189.pth,978639.1875,
002190.pth,978639.0,
002191.pth,978636.375,
002192.pth,978631.0,
002193.pth,978640.625,
002194.pth,978715.8125,
002195.pth,978829.625,
002196.pth,978722.8125,
002197.pth,978672.6875,
002198.pth,978667.8125,
002199.pth,978663.625,
002200.pth,978665.1875,
002201.pth,978666.5,
002202.pth,978674.1875,
002203.pth,978686.0,
002204.pth,978767.875,
002205.pth,978733.6875,
002206.pth,978720.5,
002207.pth,978712.1875,
002208.pth,978710.3125,
002209.pth,978712.0,
002210.pth,978711.1875,
002211.pth,978739.8125,
002212.pth,978757.625,
002213.pth,978824.5,
002214.pth,978986.5,
002215.pth,978897.125,
002216.pth,978842.0,
002217.pth,978810.1875,
002218.pth,978765.625,
002219.pth,978762.8125,
002220.pth,978761.375,
002221.pth,978763.8125,
002222.pth,978768.375,
002223.pth,978780.375,
002224.pth,978803.625,
002225.pth,,'Ground truth not found'
002226.pth,,'Ground truth not found'
002227.pth,,'Ground truth not found'
002228.pth,,'Ground truth not found'
002229.pth,,'Ground truth not found'
002230.pth,,'Ground truth not found'
002231.pth,,'Ground truth not found'
002232.pth,,'Ground truth not found'
002233.pth,,'Ground truth not found'
002234.pth,,'Ground truth not found'
002235.pth,,'Ground truth not found'
002236.pth,,'Ground truth not found'
002237.pth,,'Ground truth not found'
002238.pth,,'Ground truth not found'
002239.pth,,'Ground truth not found'
002240.pth,978722.1875,
002241.pth,978624.5,
002242.pth,978624.8125,
002243.pth,978632.625,
002244.pth,978752.3125,
002245.pth,978756.6875,
002246.pth,978690.1875,
002247.pth,978650.125,
002248.pth,978650.8125,
002249.pth,978659.0,
002250.pth,978694.375,
002251.pth,978771.8125,
002252.pth,978728.625,
002253.pth,978713.375,
002254.pth,978705.1875,
002255.pth,978702.8125,
002256.pth,978698.625,
002257.pth,978721.8125,
002258.pth,978754.875,
002259.pth,978817.625,
002260.pth,978779.625,
002261.pth,978759.1875,
002262.pth,978754.375,
002263.pth,978757.6875,
002264.pth,978760.125,
002265.pth,978746.5,
002266.pth,978745.8125,
002267.pth,978777.8125,
002268.pth,978870.6875,
002269.pth,978819.0,
002270.pth,978785.125,
002271.pth,978778.375,
002272.pth,978805.625,
002273.pth,978821.8125,
002274.pth,978815.1875,
002275.pth,978806.375,
002276.pth,978810.6875,
002277.pth,978828.8125,
002278.pth,978888.125,
002279.pth,978855.625,
002280.pth,978851.3125,
002281.pth,978858.5,
002282.pth,978880.6875,
002283.pth,978885.6875,
002284.pth,978854.1875,
002285.pth,978815.625,
002286.pth,978820.125,
002287.pth,978855.125,
002288.pth,978904.125,
002289.pth,,'Ground truth not found'
002290.pth,,'Ground truth not found'
002291.pth,,'Ground truth not found'
002292.pth,,'Ground truth not found'
002293.pth,,'Ground truth not found'
002294.pth,,'Ground truth not found'
002295.pth,,'Ground truth not found'
002296.pth,,'Ground truth not found'
002297.pth,,'Ground truth not found'
002298.pth,,'Ground truth not found'
002299.pth,,'Ground truth not found'
002300.pth,,'Ground truth not found'
002301.pth,,'Ground truth not found'
002302.pth,,'Ground truth not found'
002303.pth,,'Ground truth not found'
002304.pth,978669.5,
002305.pth,978626.0,
002306.pth,978613.0,
002307.pth,978620.625,
002308.pth,978687.1875,
002309.pth,978690.125,
002310.pth,978633.625,
002311.pth,978620.5,
002312.pth,978625.125,
002313.pth,978628.125,
002314.pth,978635.0,
002315.pth,978695.0,
002316.pth,978644.6875,
002317.pth,978643.375,
002318.pth,978645.6875,
002319.pth,978640.625,
002320.pth,978635.625,
002321.pth,978648.125,
002322.pth,978684.875,
002323.pth,978738.375,
002324.pth,978702.8125,
002325.pth,978673.375,
002326.pth,978660.0,
002327.pth,978665.5,
002328.pth,978670.875,
002329.pth,978675.5,
002330.pth,978679.625,
002331.pth,978695.875,
002332.pth,978834.1875,
002333.pth,978762.8125,
002334.pth,978740.8125,
002335.pth,978727.1875,
002336.pth,978718.125,
002337.pth,978707.6875,
002338.pth,978700.3125,
002339.pth,978704.0,
002340.pth,978722.5,
002341.pth,978750.875,
002342.pth,978818.125,
002343.pth,978788.0,
002344.pth,978762.6875,
002345.pth,978749.8125,
002346.pth,978746.6875,
002347.pth,978757.875,
002348.pth,978772.1875,
002349.pth,978793.375,
002350.pth,978809.8125,
002351.pth,978834.125,
002352.pth,978896.6875,
002353.pth,,'Ground truth not found'
002354.pth,,'Ground truth not found'
002355.pth,,'Ground truth not found'
002356.pth,,'Ground truth not found'
002357.pth,,'Ground truth not found'
002358.pth,,'Ground truth not found'
002359.pth,,'Ground truth not found'
002360.pth,,'Ground truth not found'
002361.pth,,'Ground truth not found'
002362.pth,,'Ground truth not found'
002363.pth,,'Ground truth not found'
002364.pth,,'Ground truth not found'
002365.pth,,'Ground truth not found'
002366.pth,,'Ground truth not found'
002367.pth,,'Ground truth not found'
002368.pth,978747.375,
002369.pth,978692.625,
002370.pth,978669.125,
002371.pth,978702.875,
002372.pth,978855.875,
002373.pth,978862.1875,
002374.pth,978732.8125,
002375.pth,978710.625,
002376.pth,978701.6875,
002377.pth,978703.5,
002378.pth,978718.3125,
002379.pth,978772.0,
002380.pth,978736.625,
002381.pth,978727.0,
002382.pth,978725.0,
002383.pth,978734.875,
002384.pth,978737.8125,
002385.pth,978742.5,
002386.pth,978826.8125,
002387.pth,978910.125,
002388.pth,978817.8125,
002389.pth,978771.5,
002390.pth,978772.375,
002391.pth,978758.5,
002392.pth,978749.125,
002393.pth,978743.0,
002394.pth,978740.3125,
002395.pth,978760.1875,
002396.pth,978823.625,
002397.pth,978779.875,
002398.pth,978756.125,
002399.pth,978753.3125,
002400.pth,978765.5,
002401.pth,978785.0,
002402.pth,978806.3125,
002403.pth,978820.8125,
002404.pth,978828.8125,
002405.pth,978887.125,
002406.pth,978987.1875,
002407.pth,978916.625,
002408.pth,978880.5,
002409.pth,978869.625,
002410.pth,978845.125,
002411.pth,978811.8125,
002412.pth,978783.5,
002413.pth,978771.6875,
002414.pth,978767.0,
002415.pth,978791.3125,
002416.pth,978835.8125,
002417.pth,,'Ground truth not found'
002418.pth,,'Ground truth not found'
002419.pth,,'Ground truth not found'
002420.pth,,'Ground truth not found'
002421.pth,,'Ground truth not found'
002422.pth,,'Ground truth not found'
002423.pth,,'Ground truth not found'
002424.pth,,'Ground truth not found'
002425.pth,,'Ground truth not found'
002426.pth,,'Ground truth not found'
002427.pth,,'Ground truth not found'
002428.pth,,'Ground truth not found'
002429.pth,,'Ground truth not found'
002430.pth,,'Ground truth not found'
002431.pth,,'Ground truth not found'
002432.pth,978753.5,
002433.pth,978713.8125,
002434.pth,978702.1875,
002435.pth,978734.3125,
002436.pth,978866.0,
002437.pth,978893.1875,
002438.pth,978790.125,
002439.pth,978733.875,
002440.pth,978725.5,
002441.pth,978726.625,
002442.pth,978724.3125,
002443.pth,978785.6875,
002444.pth,978749.5,
002445.pth,978743.375,
002446.pth,978752.8125,
002447.pth,978756.1875,
002448.pth,978763.5,
002449.pth,978801.625,
002450.pth,978880.875,
002451.pth,978974.0,
002452.pth,978883.8125,
002453.pth,978816.6875,
002454.pth,978796.3125,
002455.pth,978786.125,
002456.pth,978773.875,
002457.pth,978768.625,
002458.pth,978765.5,
002459.pth,978787.125,
002460.pth,978856.1875,
002461.pth,978818.125,
002462.pth,978792.6875,
002463.pth,978790.0,
002464.pth,978793.625,
002465.pth,978801.1875,
002466.pth,978821.1875,
002467.pth,978838.0,
002468.pth,978874.8125,
002469.pth,978946.1875,
002470.pth,979042.0,
002471.pth,978969.875,
002472.pth,978900.375,
002473.pth,978865.625,
002474.pth,978843.125,
002475.pth,978827.1875,
002476.pth,978821.125,
002477.pth,978815.125,
002478.pth,978814.0,
002479.pth,978836.1875,
002480.pth,978878.8125,
002481.pth,,'Ground truth not found'
002482.pth,,'Ground truth not found'
002483.pth,,'Ground truth not found'
002484.pth,,'Ground truth not found'
002485.pth,,'Ground truth not found'
002486.pth,,'Ground truth not found'
002487.pth,,'Ground truth not found'
002488.pth,,'Ground truth not found'
002489.pth,,'Ground truth not found'
002490.pth,,'Ground truth not found'
002491.pth,,'Ground truth not found'
002492.pth,,'Ground truth not found'
002493.pth,,'Ground truth not found'
002494.pth,,'Ground truth not found'
002495.pth,,'Ground truth not found'
002496.pth,978746.375,
002497.pth,978683.875,
002498.pth,978701.0,
002499.pth,978719.625,
002500.pth,978817.6875,
002501.pth,978830.8125,
002502.pth,978758.0,
002503.pth,978721.3125,
002504.pth,978707.875,
002505.pth,978711.0,
002506.pth,978725.125,
002507.pth,978807.0,
002508.pth,978766.8125,
002509.pth,978753.0,
002510.pth,978738.3125,
002511.pth,978736.125,
002512.pth,978744.3125,
002513.pth,978767.625,
002514.pth,978823.5,
002515.pth,978883.8125,
002516.pth,978828.6875,
002517.pth,978788.5,
002518.pth,978772.625,
002519.pth,978768.1875,
002520.pth,978767.8125,
002521.pth,978777.125,
002522.pth,978794.5,
002523.pth,978814.875,
002524.pth,978890.8125,
002525.pth,978852.6875,
002526.pth,978830.8125,
002527.pth,978819.125,
002528.pth,978811.375,
002529.pth,978810.375,
002530.pth,978811.1875,
002531.pth,978817.375,
002532.pth,978837.8125,
002533.pth,978876.0,
002534.pth,978948.5,
002535.pth,978912.625,
002536.pth,978882.5,
002537.pth,978866.8125,
002538.pth,978860.0,
002539.pth,978856.0,
002540.pth,978856.1875,
002541.pth,978862.1875,
002542.pth,978869.875,
002543.pth,978886.6875,
002544.pth,978916.3125,
002545.pth,,'Ground truth not found'
002546.pth,,'Ground truth not found'
002547.pth,,'Ground truth not found'
002548.pth,,'Ground truth not found'
002549.pth,,'Ground truth not found'
002550.pth,,'Ground truth not found'
002551.pth,,'Ground truth not found'
002552.pth,,'Ground truth not found'
002553.pth,,'Ground truth not found'
002554.pth,,'Ground truth not found'
002555.pth,,'Ground truth not found'
002556.pth,,'Ground truth not found'
002557.pth,,'Ground truth not found'
002558.pth,,'Ground truth not found'
002559.pth,,'Ground truth not found'
002560.pth,978733.1875,
002561.pth,978674.125,
002562.pth,978688.6875,
002563.pth,978706.625,
002564.pth,978850.125,
002565.pth,978869.6875,
002566.pth,978735.8125,
002567.pth,978703.1875,
002568.pth,978708.3125,
002569.pth,978682.6875,
002570.pth,978683.125,
002571.pth,978773.3125,
002572.pth,978721.8125,
002573.pth,978708.125,
002574.pth,978727.3125,
002575.pth,978749.5,
002576.pth,978749.875,
002577.pth,978750.875,
002578.pth,978848.0,
002579.pth,978955.6875,
002580.pth,978849.8125,
002581.pth,978793.3125,
002582.pth,978790.875,
002583.pth,978780.5,
002584.pth,978767.5,
002585.pth,978761.3125,
002586.pth,978756.8125,
002587.pth,978775.625,
002588.pth,978847.625,
002589.pth,978810.8125,
002590.pth,978787.1875,
002591.pth,978785.8125,
002592.pth,978790.125,
002593.pth,978797.875,
002594.pth,978817.0,
002595.pth,978832.375,
002596.pth,978851.0,
002597.pth,978923.875,
002598.pth,979031.375,
002599.pth,978951.875,
002600.pth,978891.125,
002601.pth,978863.8125,
002602.pth,978840.5,
002603.pth,978824.375,
002604.pth,978818.375,
002605.pth,978811.875,
002606.pth,978807.375,
002607.pth,978826.1875,
002608.pth,978870.375,
002609.pth,,'Ground truth not found'
002610.pth,,'Ground truth not found'
002611.pth,,'Ground truth not found'
002612.pth,,'Ground truth not found'
002613.pth,,'Ground truth not found'
002614.pth,,'Ground truth not found'
002615.pth,,'Ground truth not found'
002616.pth,,'Ground truth not found'
002617.pth,,'Ground truth not found'
002618.pth,,'Ground truth not found'
002619.pth,,'Ground truth not found'
002620.pth,,'Ground truth not found'
002621.pth,,'Ground truth not found'
002622.pth,,'Ground truth not found'
002623.pth,,'Ground truth not found'
002624.pth,978642.875,
002625.pth,978600.1875,
002626.pth,978605.625,
002627.pth,978610.625,
002628.pth,978742.3125,
002629.pth,978731.5,
002630.pth,978651.625,
002631.pth,978610.6875,
002632.pth,978621.875,
002633.pth,978619.1875,
002634.pth,978626.1875,
002635.pth,978654.5,
002636.pth,978638.5,
002637.pth,978656.125,
002638.pth,978660.625,
002639.pth,978652.625,
002640.pth,978631.125,
002641.pth,978632.125,
002642.pth,978706.625,
002643.pth,978771.8125,
002644.pth,978708.375,
002645.pth,978647.6875,
002646.pth,978667.375,
002647.pth,978694.8125,
002648.pth,978707.1875,
002649.pth,978694.0,
002650.pth,978669.625,
002651.pth,978652.3125,
002652.pth,978740.625,
002653.pth,978698.1875,
002654.pth,978709.0,
002655.pth,978739.875,
002656.pth,978761.8125,
002657.pth,978757.625,
002658.pth,978733.1875,
002659.pth,978689.625,
002660.pth,978710.125,
002661.pth,978783.8125,
002662.pth,978883.6875,
002663.pth,978830.125,
002664.pth,978760.8125,
002665.pth,978743.1875,
002666.pth,978789.1875,
002667.pth,978818.875,
002668.pth,978827.125,
002669.pth,978801.5,
002670.pth,978760.1875,
002671.pth,978741.625,
002672.pth,978772.625,
002673.pth,,'Ground truth not found'
002674.pth,,'Ground truth not found'
002675.pth,,'Ground truth not found'
002676.pth,,'Ground truth not found'
002677.pth,,'Ground truth not found'
002678.pth,,'Ground truth not found'
002679.pth,,'Ground truth not found'
002680.pth,,'Ground truth not found'
002681.pth,,'Ground truth not found'
002682.pth,,'Ground truth not found'
002683.pth,,'Ground truth not found'
002684.pth,,'Ground truth not found'
002685.pth,,'Ground truth not found'
002686.pth,,'Ground truth not found'
002687.pth,,'Ground truth not found'
002688.pth,978759.3125,
002689.pth,978704.125,
002690.pth,978692.1875,
002691.pth,978699.8125,
002692.pth,978859.625,
002693.pth,978855.1875,
002694.pth,978709.0,
002695.pth,978699.625,
002696.pth,978715.5,
002697.pth,978711.625,
002698.pth,978719.125,
002699.pth,978772.875,
002700.pth,978724.1875,
002701.pth,978718.0,
002702.pth,978734.375,
002703.pth,978749.5,
002704.pth,978735.5,
002705.pth,978718.3125,
002706.pth,978805.0,
002707.pth,978890.375,
002708.pth,978787.6875,
002709.pth,978746.3125,
002710.pth,978762.875,
002711.pth,978764.8125,
002712.pth,978752.0,
002713.pth,978729.375,
002714.pth,978728.8125,
002715.pth,978744.875,
002716.pth,978808.1875,
002717.pth,978764.125,
002718.pth,978745.1875,
002719.pth,978736.5,
002720.pth,978755.375,
002721.pth,978780.0,
002722.pth,978796.6875,
002723.pth,978796.8125,
002724.pth,978798.1875,
002725.pth,978857.1875,
002726.pth,978966.125,
002727.pth,978885.6875,
002728.pth,978853.8125,
002729.pth,978844.0,
